sentence,label,length
b american national standards institute health information technology standards panel hitsp secretariat 25 west 43rd streetâfourth floor new york ny 10036 httpwwwhitsporg,0,22
1 hitsp summary documents using hl7 continuity care document ccd component hitsp c32 july 8 2009 version 25 ibr approved â 170205,0,22
c astm international 100 barr harbor drive po box c700 west conshohocken pa 194282959 usa telephone 610 8329585 httpwwwastmorg,0,19
1 astm e214701 reapproved 2009 standard specification audit disclosure logs use health information systems approved september 1 2009 ibr approved â 170210,0,22
2 astm e236905 standard specification continuity care record ccr year adoption 2005 astm approved july 17 2006 ibr approved â 170205,0,21
3 astm e236905 adjunct e2369 standard specification continuity care record âfinal version 10 v10 november 7 2005 ibr approved â 170205,0,21
centers disease control prevention 2500 century parkway mailstop e78 atlanta ga 30333 usa 8002324636 httpwwwcdcgovehrmeaningfuluse,0,15
1 hl7 standard code set cvxâvaccines administered july 30 2009 ibr approved â 170207,0,14
2 iis hl7 standard code set cvxâvaccines administered updates july 11 2012 ibr approved â 170207,0,16
3 implementation guide immunization data transactions using version 231 health level seven hl7standard protocol implementation guide version 22 june 2006 ibr approved â 170205,0,24
4 hl7 251 implementation guide immunization messaging release 10 may 1 2010 ibr approved â 170205,0,16
5 phin messaging guide syndromic surveillance emergency department urgent care data adt messages a01 a03 a04 a08 hl7 version 251 version 231 compatible release 11 august 2012 ibr approved â 170205,0,31
6 conformance clarification ehr certification electronic syndromic surveillance adt messages a01 a03 a04 a08 hl7 version 251 addendum phin messaging guide syndromic surveillance emergency department urgent care data release 11 august 2012 ibr approved â 170205,0,36
7 hl7 251 implementation guide immunization messaging release 14 august 1 2012 ibr approved â 170205,0,16
8 implementation guide ambulatory healthcare provider reporting central cancer registries hl7 clinical document architecture cda release 10 august 2012 ibr approved â 170205,0,23
9 elr 251 clarification document ehr technology certification july 16 2012 ibr approved â 170205,0,15
e centers medicare medicaid services office clinical standards quality 7500 security boulevard baltimore maryland 21244 telephone 410 7863000,0,18
1 cms pqri 2009 registry xml specifications ibr approved â 170205,0,11
2 2009 physician quality reporting initiative measure specifications manual claims registry version 30 december 8 2008 ibr approved â 170205,0,20
f health level seven 3300 washtenaw avenue suite 227 ann arbor mi 48104 telephone 734 6777777 httpwwwhl7org,0,17
1 health level seven standard version 231 hl7 231 application protocol electronic data exchange healthcare environments april 14 1999 ibr approved â 170205,0,23
2 health level seven messaging standard version 251 hl7 251 application protocol electronic data exchange healthcare environments february 21 2007 ibr approved â 170205,0,24
3 health level seven implementation guide clinical document architecture cda release 2âcontinuity care document ccd april 01 2007 ibr approved â 170205,0,22
4 hl7 version 251 implementation guide electronic laboratory reporting public health release 1 us realm hl7 version 251 orur01 hl7 informative document february 2010 ibr approved â 170205,0,28
5 hl7 version 3 standard contextaware retrieval application infobutton release 1 july 2010 ibr approved â 170204,0,17
6 hl7 version 3 implementation guide urlbased implementations contextaware information retrieval infobutton domain release 3 december 2010 ibr approved â 170204,0,21
7 hl7 version 3 implementation guide contextaware knowledge retrieval infobutton serviceoriented architecture implementation guide release 1 hl7 draft standard trial use march 2011 ibr approved â 170204,0,27
8 hl7 implementation guide cdaâ release 2 ihe health story consolidation dstu release 11 us realm draft standard trial use july 2012 ibr approved â 170205,0,26
9 hl7 clinical document architecture release 20 normative edition may 2005 ibr approved â 170205,0,15
10 hl7 version 251 implementation guide si framework lab results interface release 1âus realm draft standard trial use july 2012 ibr approved â 170205,0,24
11 hl7 version 3 standard clinical genomics pedigree release 1 edition 2011 march 2012 ibr approved â 170207,0,18
12 hl7 implementation guide cdaâ release 2 quality reporting document architecture dtsu release 2 universal realm draft standard trial use july 2012 ibr approved â 170205,0,26
13 hl7 v251 ig electronic laboratory reporting public health us realm release 1 errata clarifications september 29 2011 ibr approved â 170205,0,22
14 hl7 implementation guide cdaâ release 2 quality reporting document architectureâcategory iii dstu release 1 us realm draft standard trial use november 2012 ibr approved â 170205,0,27
g internet engineering task force ietf university delaware newark de 19716 telephone 302 8318247 httpwwwietforgrfchtml,0,15
1 network time protocol version 3 specification implementation analysis march 1992 ibr approved â 170210,0,15
2 network time protocol version 4 protocol algorithms specification june 2010 ibr approved â 170210,0,15
h library congress network development marc standards office washington dc 205404402 tel 202 7076237 httpwwwlocgovstandardsiso6392,0,15
1 iso 6392,0,3
codes representation names languages part 2 alpha3 code april 8 2011 ibr approved â 170207,0,15
national council prescription drug programs incorporated 9240 e raintree drive scottsdale az 85260 7518 telephone 480 4771000 facsimile 480 7671042 httpwwwncpdporg,0,21
1 national council prescription drug programs prescriber pharmacist interface script standard implementation guide version 8 release 1 october 2005 ibr approved â 170205,0,23
2 script standard implementation guide version 106 october 2008 approval date ansi november 12 2008 ibr approved â 170205,0,19
j national institute standards technology information technology laboratory national institute standards technology 100 bureau drive gaithersburg md 208998930 httpcsrcnistgovgroupsstmcmvpstandardshtml,0,19
1 annex approved security functions fips pub 1402 security requirements cryptographic modules draft january 27 2010 ibr approved â 170210,0,20
2 annex approved security functions fips pub 1402 security requirements cryptographic modules draft may 30 2012 ibr approved â 170210,0,20
k office national coordinator health information technology onc 200 independence avenue sw suite 729d washington dc 20201 httphealthithhsgov,0,18
1 applicability statement secure health transport version 11 july 10 2012 ibr approved â 170202 available httphealthithhsgovportalserverptcommunityhealthit_hhs_gov__direct_project3338,0,17
2 xdr xdm direct messaging specification version 1 march 9 2011 ibr approved â 170202 available httphealthithhsgovportalserverptcommunityhealthit_hhs_gov__direct_project3338,0,17
3 transport security specification version 10 june 19 2012 ibr approved â 170202,0,13
l regenstrief institute inc loincâ co medical informatics regenstrief institute inc 410 west 10th street suite 2000 indianapolis 462023012 telephone 317 4235983 httploincorg,0,23
1 logical observation identifiers names codes loincâ version 227 june 15 2009 ibr approved â 170207,0,16
2 logical observation identifiers names codes loincâ database version 240 released june 2012 ibr approved â 170207,0,17
us national library medicine 8600 rockville pike bethesda md 20894 telephone 301 5945983 httpwwwnlmnihgov,0,14
1 international health terminology standards development organization systematized nomenclature medicine clinical terms snomed ctâ international release july 2009 ibr approved â 170207,0,22
2 international health terminology standards development organisation ihtsdo systematized nomenclature medicine clinical terms snomed ctâ international release july 31 2012 ibr approved â 170207,0,24
3 us extension snomed ctâ march 2012 release ibr approved â 170207,0,12
4 rxnorm august 6 2012 full release update ibr approved â 170207,0,12
5 data element catalog version 11 october 2012 ibr approved â 170204,0,12
1 web content accessibility guidelines wcag 20 december 11 2008 ibr approved â 170204,0,14
source 75 fr 44651 july 28 2010 unless otherwise noted,0,10
certification criteria adopted subpart apply testing certification complete ehrs ehr modules,0,11
b certification criterion refers two standards alternatives use least one alternative standards considered compliant,0,14
c complete ehrs ehr modules required compliant certification criteria capabilities specified within certification criterion designated optional,0,16
â 170314 certification criteria capabilities specified within certification criterion general applicability ie apply ambulatory inpatient settings unless designated âinpatient setting onlyâ âambulatory setting onlyâ,0,24
1 âinpatient setting onlyâ means criterion capability within criterion required certification ehr technology designed use inpatient setting,0,17
2 âambulatory setting onlyâ means criterion capability within criterion required certification ehr technology designed use ambulatory setting,0,17
secretary adopts following general certification criteria complete ehrs ehr modules,0,10
complete ehrs ehr modules must include capability perform following functions electronically unless designated optional accordance applicable standards implementation specifications adopted part,0,21
drugdrug drugallergy interaction checksâ1 notifications,0,5
automatically electronically generate indicate realtime notifications point care drugdrug drugallergy contraindications based medication list medication allergy list computerized provider order entry cpoe,0,22
2 adjustments,0,2
b drugformulary checks,0,3
c maintain uptodate problem list,0,5
enable user electronically record modify retrieve patients problem list longitudinal care accordance,0,12
1 standard specified â 170207a1,0,5
2 minimum version standard specified â 170207a2,0,7
maintain active medication list,0,4
enable user electronically record modify retrieve patients active medication list well medication history longitudinal care,0,15
e maintain active medication allergy list,0,6
enable user electronically record modify retrieve patients active medication allergy list well medication allergy history longitudinal care,0,17
f record chart vital signsâ1 vital signs,0,7
enable user electronically record modify retrieve patients vital signs including minimum height weight blood pressure,0,15
2 calculate body mass index,0,5
automatically calculate display body mass index bmi based patients height weight,0,11
3 plot display growth charts,0,5
plot electronically display upon request growth charts patients 220 years old,0,11
g smoking status,0,3
enable user electronically record modify retrieve smoking status patient,0,9
smoking status types must include current every day smoker current day smoker former smoker never smoker smoker current status unknown unknown ever smoked,0,23
h incorporate laboratory test results â1 receive results,0,8
electronically receive clinical laboratory test results structured format display results human readable format,0,13
2 display test report information,0,5
electronically display information test report specified 42 cfr 4931291c1 7,0,10
3 incorporate results,0,3
electronically attribute associate link laboratory test result laboratory order patient record,0,11
generate patient lists,0,3
enable user electronically select sort retrieve generate lists patients according minimum data elements included,0,14
1 problem list,0,3
2 medication list,0,3
3 demographics,0,2
4 laboratory test results,0,4
j medication reconciliation,0,3
enable user electronically compare two medication lists,0,7
k submission immunization registries,0,4
electronically record modify retrieve submit immunization information accordance,0,8
1 standard applicable implementation specifications specified â 170205e1 â 170205e2,0,10
2 minimum version standard specified â 170207e,0,7
l public health surveillance,0,4
electronically record modify retrieve submit syndromebased public health surveillance information accordance standard specified â 170205d1 â 170205d2,0,17
patientspecific education resources,0,3
enable user electronically identify provide patientspecific education resources according minimum data elements included patients problem list medication list laboratory test results well provide resources patient,0,25
n automated measure calculation,0,4
meaningful use objective percentagebased measure electronically record numerator denominator generate report including numerator denominator resulting percentage associated applicable meaningful use measure,0,21
access control,0,2
assign unique name possibly possibly number identifying tracking user identity establish controls permit authorized users access electronic health information,1,19
p emergency access,0,3
permit authorized users authorized emergency situations access electronic health information emergency,1,11
q automatic logoff,0,3
terminate electronic session predetermined time inactivity,1,6
r audit log,0,3
record actions related electronic health information accordance standard specified â 170210b,1,11
2 generate audit log,0,4
enable user generate audit log specific time period sort entries audit log according elements specified standard â 170210b,1,18
integrity,0,1
1 create message digest accordance standard specified â 170210c,1,9
2 verify accordance standard specified â 170210c upon receipt electronically exchanged health information information altered,1,15
3 detection,0,2
detect alteration audit logs,1,4
authentication,0,1
verify person entity seeking access electronic health information one claimed authorized access information,1,13
u general encryption,0,3
encrypt decrypt electronic health information accordance standard specified â 170210a1 unless secretary determines use algorithm would pose significant security risk certified ehr technology,1,23
v encryption exchanging electronic health information,0,6
encrypt decrypt electronic health information exchanged accordance standard specified â 170210a2,1,11
w optional,0,2
accounting disclosures,0,2
record disclosures made treatment payment health care operations accordance standard specified â 170210d,1,13
secretary adopts following certification criteria complete ehrs ehr modules designed used ambulatory setting,0,13
complete ehrs ehr modules must include capability perform following functions electronically accordance applicable standards implementation specifications adopted part,0,18
computerized provider order entry,0,4
enable user electronically record store retrieve modify minimum following order types,0,11
1 medications,0,2
2 laboratory,0,2
3 radiology imaging,0,3
b electronic prescribing,0,3
enable user electronically generate transmit prescriptions prescriptionrelated information accordance,0,9
1 standard specified â 170205b1 â 170205b2,0,7
2 standard specified â 170207d,0,5
c record demographics,0,3
enable user electronically record modify retrieve patient demographic data including preferred language gender race ethnicity date birth,0,17
enable race ethnicity recorded accordance standard specified â 170207f,0,9
patient reminders,0,2
enable user electronically generate patient reminder list preventive followup care according patient preferences based minimum data elements included,0,18
3 medication allergy list,0,4
4 demographics,0,2
5 laboratory test results,0,4
e clinical decision support â1 implement rules,0,7
implement automated electronic clinical decision support rules addition drugdrug drugallergy contraindication checking based data elements included problem list medication list demographics laboratory test results,0,24
2 notifications,0,2
automatically electronically generate indicate realtime notifications care suggestions based upon clinical decision support rules,0,14
f electronic copy health information,0,5
enable user create electronic copy patients clinical information including minimum diagnostic test results problem list medication list medication allergy list,0,20
1 human readable format,0,4
2 electronic media electronic means accordance,0,6
standard applicable implementation specifications specified â 170205a1 â 170205a2,0,9
ii following data elements applicable standard must used,0,8
problems,0,1
standard specified â 170207a1 minimum version standard specified â 170207a2,0,10
b laboratory test results,0,4
minimum version standard specified â 170207c,0,6
c medications,0,2
standard specified â 170207d,0,4
g timely access,0,3
enable user provide patients online access clinical information including minimum lab test results problem list medication list medication allergy list,0,20
h clinical summaries,0,3
enable user provide clinical summaries patients office visit include minimum diagnostic test results problem list medication list medication allergy list,0,20
clinical summary provided electronically must,0,5
1 provided human readable format,0,5
2 provided electronic media electronic means accordance,0,7
exchange clinical information patient summary record â1 electronically receive display,0,10
electronically receive display patients summary record providers organizations including minimum diagnostic tests results problem list medication list medication allergy list accordance standard applicable implementation specifications specified â 170205a1 â 170205a2,0,30
upon receipt patient summary record formatted according alternative standard display human readable format,0,13
2 electronically transmit,0,3
enable user electronically transmit patient summary record providers organizations including minimum diagnostic test results problem list medication list medication allergy list accordance,0,22
j calculate submit clinical quality measures â1 calculate electronically calculate core clinical measures specified cms eligible professionals,0,17
ii electronically calculate minimum three clinical quality measures specified cms eligible professionals addition clinical quality measures specified paragraph 1i,0,19
2 submission,0,2
enable user electronically submit calculated clinical quality measures accordance standard implementation specifications specified â 170205f,0,15
secretary adopts following certification criteria complete ehrs ehr modules designed used inpatient setting,0,13
b record demographics,0,3
enable user electronically record modify retrieve patient demographic data including preferred language gender race ethnicity date birth date preliminary cause death event mortality,0,23
c clinical decision support â1 implement rules,0,7
electronic copy health information,0,4
1 enable user create electronic copy patients clinical information including minimum diagnostic test results problem list medication list medication allergy list procedures,0,22
human readable format,0,3
ii electronic media electronic means accordance,0,6
b following data elements applicable standard must used,0,8
1 problems,0,2
2 procedures,0,2
standard specified â 170207b1 â 170207b2,0,6
3 laboratory test results,0,4
4 medications,0,2
2 enable user create electronic copy patients discharge summary human readable format electronic media electronic means,0,16
e electronic copy discharge instructions,0,5
enable user create electronic copy discharge instructions patient human readable format time discharge electronic media electronic means,0,17
f exchange clinical information patient summary record â1 electronically receive display,0,11
electronically receive display patients summary record providers organizations including minimum diagnostic test results problem list medication list medication allergy list procedures accordance standard applicable implementation specifications specified â 170205a1 â 170205a2,0,31
enable user electronically transmit patients summary record providers organizations including minimum diagnostic results problem list medication list medication allergy list procedures accordance,0,22
b procedures,0,2
c laboratory test results,0,4
g reportable lab results,0,4
electronically record modify retrieve submit reportable clinical lab results accordance standard applicable implementation specifications specified â 170205c minimum version standard specified â 170207c,0,23
h advance directives,0,3
enable user electronically record whether patient advance directive,0,8
calculate submit clinical quality measures â1 calculate,0,7
electronically calculate clinical quality measures specified cms eligible hospitals critical access hospitals,0,12
secretary adopts following certification criteria complete ehrs ehr modules,0,9
clinical,0,1
1 computerized provider order entry,0,5
enable user electronically record change access following order types minimum,0,10
ii laboratory,0,2
iii radiology imaging,0,3
2 drugdrug drugallergy interaction checks,0,5
interventions,0,1
medication order completed acted upon computerized provider order entry cpoe interventions must automatically electronically indicate user drugdrug drugallergy contraindications based patients medication list medication allergy list,0,26
ii adjustments,0,2
enable severity level interventions provided drugdrug interaction checks adjusted,0,9
b limit ability adjust severity levels identified set users available system administrative function,1,13
enable user electronically record change access patient demographic data including preferred language sex race ethnicity date birth,0,17
enable race ethnicity recorded accordance standard specified â 170207f whether patient declines specify race possibly possibly ethnicity,0,17
b enable preferred language recorded accordance standard specified â 170207g whether patient declines specify preferred language,0,16
ii inpatient setting,0,3
enable user electronically record change access preliminary cause death event mortality,0,11
4 vital signs body mass index growth charts,0,8
vital signs,0,2
enable user electronically record change access minimum patients height length weight blood pressure,0,13
height length weight blood pressure must recorded numerical values,0,9
ii calculate body mass index,0,5
automatically calculate electronically display body mass index based patients height weight,0,11
iii optionalâplot display growth charts,0,5
plot electronically display upon request growth charts patients,0,8
5 problem list,0,3
enable user electronically record change access patients active problem list,0,10
ambulatory setting,0,2
multiple encounters accordance minimum version standard specified â 170207a3,0,9
duration entire hospitalization accordance minimum version standard specified â 170207a3,0,10
6 medication list,0,3
enable user electronically record change access patients active medication list well medication history,0,13
multiple encounters,0,2
duration entire hospitalization,0,3
7 medication allergy list,0,4
enable user electronically record change access patients active medication allergy list well medication allergy history,0,15
8 clinical decision support,0,4
evidencebased decision support interventions,0,4
enable limited set identified users select ie activate one electronic clinical decision support interventions addition drugdrug drugallergy contraindication checking based one least one combination following data,0,26
problem list,0,2
b medication list,0,3
c medication allergy list,0,4
demographics,0,1
e laboratory tests values results,0,5
f vital signs,0,3
ii linked referential clinical decision support,0,6
ehr technology must able,0,4
1 electronically identify user diagnostic therapeutic reference information,0,8
2 electronically identify user diagnostic therapeutic reference information accordance standard specified â 170204b implementation specifications â 170204 b1 2,0,19
b paragraph a8iia section ehr technology must able electronically identify user diagnostic therapeutic reference information based one least one combination data referenced paragraphs a8ia f section,0,26
iii clinical decision support configuration,0,5
enable interventions reference resources specified paragraphs a8i ii section configured limited set identified users eg system administrator based users role,0,20
b ehr technology must enable interventions electronically triggered,0,8
1 based data referenced paragraphs a8ia f section,0,8
2 patients medications medication allergies problems incorporated transition care referral summary received pursuant paragraph b1iii section,0,16
3 ambulatory setting,0,3
patients laboratory tests values results incorporated pursuant paragraph b5ia 1 section,0,11
iv automatically electronically interact,0,4
interventions triggered accordance paragraphs a8i iii section must automatically electronically occur user interacting ehr technology,0,15
v source attributes,0,3
enable user review attributes indicated clinical decision support resources,0,9
evidencebased decision support interventions paragraph a8i section,0,7
1 bibliographic citation intervention clinical research guideline,0,7
2 developer intervention translation clinical research guideline,0,7
3 funding source intervention development technical implementation,0,7
4 release applicable revision dates intervention reference source,0,8
b linked referential clinical decision support paragraph a8ii section drugdrug drugallergy interaction checks paragrapha2 section developer intervention clinically indicated bibliographic citation intervention clinical research guideline,0,25
9 electronic notes,0,3
enable user electronically record change access search electronic notes,0,9
10 drugformulary checks,0,3
ehr technology must automatically electronically check whether drug formulary preferred drug list exists given patient medication,0,16
11 smoking status,0,3
enable user electronically record change access smoking status patient accordance standard specified â 170207h,0,14
12 image results,0,3
electronically indicate user availability patients images narrative interpretations relating radiographic diagnostic tests enable electronic access images narrative interpretations,0,18
13 family health history,0,4
enable user electronically record change access patients family health history according,0,11
minimum version standard specified â 170207a3,0,6
ii standard specified â 170207j,0,5
14 patient list creation,0,4
enable user electronically dynamically select sort access create patient lists date time based one least one combination following data,0,19
ii medications,0,2
iii medication allergies,0,3
iv demographics,0,2
v laboratory tests values results,0,5
vi ambulatory setting,0,3
patient communication preferences,0,3
15 patientspecific education resources,0,4
ehr technology must able electronically identify user patientspecific education resources based data included patients problem list medication list laboratory tests values results,0,22
accordance standard specified â 170204b implementation specifications â 170204b1 2,0,10
ii means method specified paragraph a15i section,0,7
16 inpatient setting onlyâelectronic medication administration record,0,7
combination assistive technology provides automated information ârightsâ specified paragraphs a16ia e section enable user electronically verify following administering medications,0,19
right patient,0,2
patient medication administered matches medication administered,0,6
b right medication,0,3
medication administered matches medication ordered patient,0,6
c right dose,0,3
dose medication administered matches dose medication ordered patient,0,8
right route,0,2
route medication delivery matches route specified medication order,0,8
e right time,0,3
time medication ordered administered compared current time,0,7
ii right documentation,0,3
electronically record time date accordance standard specified â 170210g user identification medication administered,1,13
17 inpatient setting onlyâadvance directives,0,5
b care coordination,0,3
1 transitions careâreceive display incorporate transition care referral summaries,0,9
receive,0,1
ehr technology must able electronically receive transition care referral summaries accordance,0,11
standard specified â 170202a,0,4
b optional,0,2
standards specified â 170202a b,0,5
c optional,0,2
standards specified â 170202b c,0,5
ii display,0,2
ehr technology must able electronically display human readable format data included transition care referral summaries received formatted according following standards applicable implementation specifications specified â 170205a1 â 170205a2 â 170205a3,0,30
iii incorporate,0,2
upon receipt transition care referral summary formatted according standard adopted â 170205a3 ehr technology must able,0,16
correct patient,0,2
demonstrate transition care referral summary received properly matched correct patient,0,10
b data incorporation,0,3
electronically incorporate following data expressed according specified standards,0,8
minimum version standard specified â 170207d2,0,6
2 problems,0,2
3 medication allergies,0,3
c section views,0,3
extract allow individual display additional section sections accompanying document header information included transition care referral summary received formatted accordance standard adopted â 170205a3,0,23
2 transitions careâcreate transmit transition care referral summaries,0,8
create,0,1
enable user electronically create transition care referral summary formatted according standard adopted â 170205a3 includes minimum common mu data set following data expressed applicable according specified standards,0,27
standard specified â 170207i minimum version standard specified â 170207a3,0,10
b immunizations,0,2
standard specified â 170207e2,0,4
c cognitive status,0,3
functional status,0,2
e ambulatory setting,0,3
reason referral referring transitioning providers name office contact information,0,9
f inpatient setting,0,3
discharge instructions,0,2
ii transmit,0,2
enable user electronically transmit transition care referral summary created paragraph b2i section accordance,0,13
3 electronic prescribing,0,3
enable user electronically create prescriptions prescriptionrelated information electronic transmission accordance,0,10
standard specified â 170205b2,0,4
ii minimum version standard specified â 170207d2,0,7
4 clinical information reconciliation,0,4
enable user electronically reconcile data represent patients active medication problem medication allergy list follows,0,14
list type,0,2
electronically simultaneously display ie single view data least two list sources manner allows user view data attributes must include minimum source last modification date,0,24
ii enable user create single reconciled list medications medication allergies problems,0,11
iii enable user review validate accuracy final set data upon users confirmation automatically update list,0,15
5 incorporate laboratory tests values results,0,6
receive results,0,2
1 electronically receive incorporate clinical laboratory tests values results accordance standard specified â 170205j minimum version standard specified â 170207c2,0,20
2 electronically display tests values results received human readable format,0,10
b inpatient setting,0,3
electronically receive clinical laboratory tests values results structured format electronically display tests values results human readable format,0,17
ii electronically display information test report specified 42 cfr 4931291c1 7,0,11
iii electronically attribute associate link laboratory test value result laboratory order patient record,0,13
6 inpatient setting onlyâtransmission electronic laboratory tests values results ambulatory providers,0,11
ehr technology must able electronically create laboratory test reports electronic transmission accordance standard specified â 170205j laboratory tests expressed accordance minimum version standard specified â 170207c2,0,26
7 data portability,0,3
enable user electronically create set export summaries patients ehr technology formatted according standard adopted â 170205a3 represents current clinical information patient includes minimum common mu data set following data expressed applicable according specified standards,0,34
standard specified â 170207i minimum version standard â 170207a3,0,9
ii immunizations,0,2
iii cognitive status,0,3
iv functional status,0,3
v ambulatory setting,0,3
vi inpatient setting,0,3
c clinical quality measures,0,4
1 clinical quality measuresâcapture export,0,5
capture,0,1
every cqm ehr technology presented certification ehr technology must able electronically record data identified standard specified â 170204c would necessary calculate cqm,0,22
data required cqm exclusions exceptions must codified entries may include specific terms defined cqm may include codified expressions âpatient reason â âsystem reason â âmedical reasonâ,0,26
ii export,0,2
ehr technology must able electronically export data file formatted accordance standards specified â 170205h includes data captured every cqm ehr technology certified paragraph c1i section,0,25
2 clinical quality measuresâimport calculate,0,5
import,0,1
ehr technology must able electronically import data file formatted accordance standard specified â 170205h use data perform capability specified paragraph c2ii section,0,22
ehr technology presented certification three certification criteria adopted paragraphs c1 3 section required meet paragraph c2i,0,16
ii calculate,0,2
ehr technology must able electronically calculate every clinical quality measure presented certification,0,12
3 clinical quality measuresâelectronic submission,0,5
enable user electronically create data file transmission clinical quality measurement data,0,11
accordance standards specified â 170205h k,0,6
ii electronically accepted cms,0,4
privacy security,0,2
1 authentication access control authorization,0,5
verify unique identifiers eg username number person seeking access electronic health information one claimed,1,14
ii establish type access electronic health information user permitted based unique identifiers provided paragraph d1i section actions user permitted perform ehr technology,1,22
2 auditable events tamperresistance,0,4
record actions,0,2
record actions related electronic health information accordance standard specified â 170210e1,1,11
c record encryption status enabled disabled electronic health information locally stored enduser devices ehr technology accordance standard specified â 170210e3 unless ehr technology prevents electronic health information locally stored enduser devices see 170314d7 section,1,34
ii default setting,0,3
ehr technology must set default perform capabilities specified paragraph d2ia section applicable paragraphs d2ib c paragraphs d2ib c,0,18
iii disabling audit log permitted,0,5
capability specified paragraphs d2ia c section ehr technology permits disabled ability must restricted limited set identified users,1,17
iv audit log protection,0,4
actions statuses recorded accordance paragraph d2i section must capable changed overwritten deleted ehr technology,1,14
v detection,0,2
ehr technology must able detect whether audit log altered,1,9
3 audit reports,0,3
enable user create audit report specific time period sort entries audit log according data specified standards â 170210e,1,18
4 amendments,0,2
enable user electronically select record affected patients request amendment perform capabilities specified paragraphs d4i ii section,0,16
accepted amendment,0,2
accepted amendment append amendment affected record include link indicates amendments location,0,11
ii denied amendment,0,3
denied amendment minimum append request denial request affected record include link indicates informations location,0,14
5 automatic logoff,0,3
prevent user gaining access electronic session predetermined time inactivity,1,9
6 emergency access,0,3
permit identified set users access electronic health information emergency,1,9
7 enduser device encryption,0,4
paragraph d7i ii section must met satisfy certification criterion,0,9
ehr technology designed locally store electronic health information enduser devices must encrypt electronic health information stored devices use ehr technology devices stops,1,22
electronic health information stored must encrypted accordance standard specified â 170210a1,1,11
b default setting,0,3
ehr technology must set default perform capability unless configuration cannot disabled user ability change configuration must restricted limited set identified users,1,21
ii ehr technology designed prevent electronic health information locally stored enduser devices use ehr technology devices stops,1,17
8 integrity,0,2
create message digest accordance standard specified â 170210c,1,8
ii verify accordance standard specified â 170210c upon receipt electronically exchanged health information information altered,1,15
9 optionalâaccounting disclosures,0,3
e patient engagement,0,3
1 view download transmit 3rd party,0,6
ehr technology must provide patients authorized representatives online means view download transmit 3rd party data specified,0,16
access capabilities must secure channel ensures content encrypted integrityprotected accordance standard encryption hashing algorithms specified â 170210f,1,17
view,0,1
electronically view accordance standard adopted â 170204a minimum following data,0,10
1 common mu data set english ie noncoded representation associate vocabulary code set,0,13
2 ambulatory setting,0,3
providers name office contact information,0,5
3 inpatient setting,0,3
admission discharge dates locations discharge instructions reasons hospitalization,0,8
b download,0,2
1 electronically download ambulatory summary inpatient summary applicable ehr technology setting certification requested human readable format formatted according standard adopted â 170205a3 includes minimum following data human readable version english representation associate vocabulary code set,0,35
data specified paragraph e1ia 1 2 section,0,7
data specified paragraphs e1ia 1 3 section,0,7
2 inpatient setting,0,3
electronically download transition care referral summaries created result transition care pursuant capability expressed certification criterion adopted paragraph b2 section,0,19
c transmit third party,0,4
1 electronically transmit ambulatory summary inpatient summary applicable ehr technology setting certification requested created paragraph e1ib 1 section accordance standard specified â 170202a,0,23
electronically transmit transition care referral summaries result transition care referral selected patient authorized representative accordance standard specified â 170202a,0,19
ii activity history log,0,4
electronic health information viewed downloaded transmitted thirdparty using capabilities included paragraphs e1ia c section following information must recorded made accessible patient,1,21
1 actions ie view download transmission occurred,0,7
2 date time action occurred accordance standard specified â 170210g,1,10
3 user took action,0,4
b ehr technology presented certification may demonstrate compliance paragraph e1iia section also certified certification criterion adopted â 170314d2 information required recorded paragraph e1iia accessible patient,0,25
2 ambulatory setting onlyâclinical summary,0,5
enable user create clinical summary patient human readable format formatted according standards adopted â 170205a3,0,15
ii customization,0,2
enable user customize data included clinical summary,0,7
iii minimum data select,0,4
ehr technology must permit user select minimum following data creating clinical summary,0,12
common mu data set human readable version english representation associate vocabulary code set,0,13
b providers name office contact information date location visit reason visit immunizations possibly possibly medications administered visit diagnostic tests pending clinical instructions future appointments referrals providers future scheduled tests recommended patient decision aids,0,33
3 ambulatory setting onlyâsecure messaging,0,5
enable user electronically send messages receive messages patient manner ensures,0,10
patient authorized representative ehr technology user authenticated,1,7
ii message content encrypted integrityprotected accordance standard encryption hashing algorithms specified â 170210f,1,13
f public health,0,3
1 immunization information,0,3
enable user electronically record change access immunization information,0,8
2 transmission immunization registries,0,4
ehr technology must able electronically create immunization information electronic transmission accordance,0,11
standard applicable implementation specifications specified â 170205e3,0,7
ii minimum version standard specified â 170207e2,0,7
3 transmission public health agenciesâsyndromic surveillance,0,6
ehr technology must able electronically create syndromebased public health surveillance information electronic transmission accordance,0,14
standard specified â 170205d2,0,4
standard applicable implementation specifications specified â 170205d3,0,7
4 inpatient setting onlyâtransmission reportable laboratory tests values results,0,9
ehr technology must able electronically create reportable laboratory tests values results electronic transmission accordance,0,14
standard applicable implementation specifications specified â 170205g,0,7
ii minimum versions standards specified â 170207a3 c2,0,8
5 optionalâambulatory setting onlyâcancer case information,0,6
enable user electronically record change access cancer case information,0,9
6 optionalâambulatory setting onlyâtransmission cancer registries,0,6
ehr technology must able electronically create cancer case information electronic transmission accordance,0,12
standard applicable implementation specifications specified â 170205i,0,7
g utilization,0,2
1 automated numerator recording,0,4
meaningful use objective percentagebased measure ehr technology must able create report file enables user review patients actions would make patient action eligible included measures numerator,0,25
information report file created must sufficient detail enables user match patients actions meet measures denominator limitations necessary generate accurate percentage,0,20
