sentence,label
this agreement supersedes any and all agreements between the parties with respect to the use of data from the files specified in section 5 and preempts and overrides any instructions  directions  agreements  or other understanding in or  pertaining to any grant award or other prior communication from the department of health and human services or any of its components with respect to the data specified herein,0
further  the terms of this agreement can be changed only by a written modification to this agreement or by the parties adopting a new agreement,0
the parties agree further that instructions or interpretations issued to the user concerning this agreement or the data specified  herein  shall not be valid unless issued in writing by the cms pointofcontact or the cms signatory to this agreement shown in section 20,0
3,0
the parties mutually agree that cms retains all ownership rights to the data files referred to in this agreement  and that the user does not obtain any right  title  or interest in any of the data furnished by cms,0
4,0
the user represents  and in furnishing the data files specified in section 5 cms relies upon such representation  that such data files will be used solely for the following purposes,1
name of study or project,0
cms contract no if applicable,0
the user represents further that the facts and statements made in any study or research protocol or project plan submitted to cms for each purpose are complete and accurate,0
further  the user represents that said study  protocols or project plans  that have been approved by cms or other appropriate entity as cms may determine   represent the total uses to which the data files specified in section 5 will be put,1
the user agrees not to disclose  use or reuse the data covered by this agreement except as specified in an  attachment to this agreement or except as cms shall authorize in writing or as otherwise required by law  sell   rent  lease  loan  or otherwise grant access to the data covered by this agreement,1
the user affirms that the  requested data is the minimum necessary to achieve the purposes stated in this section,0
the user agrees that   within the user organization and the organizations of its agents  access to the data covered by this agreement  shall be limited to the minimum amount of data and minimum number of individuals necessary to achieve the purpose stated in this section ie  individualâs access to the data will be on a needtoknow basis,1
5,0
the following cms data files is or are covered under this agreement,0
file yearss system of record,0
6,0
the parties mutually agree that the aforesaid filess possibly and possibly any derivative files  including those files that directly identify individuals or that directly identify bidding firms possibly and possibly such firmsâ proprietary  confidential individuals  may be retained by the user until            hereinafter known as the âretention dateâ,0
the user agrees to notify cms within 30 days of the completion of the purpose specified in section 4 if the  purpose is completed before the aforementioned retention date,0
upon such notice or retention date  whichever  occurs sooner  the user agrees to destroy such data,0
the user agrees to destroy and send written certification of  the destruction of the files to cms within 30 days,0
the user agrees not to retain cms files or any parts thereof  or specific bidding information  and those files that can be used in concert with other information to identify after the aforementioned files are destroyed unless the appropriate systems manager or the person designated in section 20 of this agreement grants written authorization,0
the user acknowledges that the date is not contingent  upon action by cms,0
the agreement may be terminated by either party at any time for any reason upon 30 days written notice,0
upon  notice of termination by user  cms will cease releasing data from the files to the user under this agreement  and will notify the user to destroy such data files,0
sections 3  4  6  8  9  10  11  13  14 and 15 shall survive  termination of this agreement,0
7,0
the user agrees to establish appropriate administrative  technical  and physical safeguards to protect the  confidentiality of the data and to prevent unauthorized use or access to it,1
the safeguards shall provide a level  and scope of security that is not less than the level and scope of security requirements established by the office  of management and budget omb in omb circular no a130  appendix iiisecurity of federal automated  information systems httpwwwwhitehousegovombcircularsa130a130html as well as federal  information processing standard 200 entitled âminimum security requirements for federal information and  information systemsâ httpcsrcnistgovpublicationsfipsfips200fips200finalmarchpdf and  special publication 80053 ârecommended security controls for federal information systemsâ httpcsrcnistgov publicationsnistpubs80053rev2sp80053rev2final,1
the user acknowledges that the use of unsecured  telecommunications  including the internet  to transmit individually identifiable  bidder identifiable or deducible information derived from the files specified in section 5 is prohibited,1
further  the user agrees that the data must  not be physically moved  transmitted or disclosed in any way from or by the site indicated in section 17 without  written approval from cms unless such movement  transmission or disclosure is required by a law,1
8,0
the user agrees to grant access to the data to the authorized representatives of cms or dhhs office of the  inspector general at the site indicated in section 17 for the purpose of inspecting to confirm compliance with  the terms of this agreement,0
9,0
the user agrees not to disclose direct findings  listings  or information derived from the files specified in section 5  with or without direct identifiers  if such findings  listings  or information can  by themselves or in combination with other data  be used to deduce an individualâs identity,1
examples of such data elements include  but are not limited to geographic location  age if  89  sex  diagnosis and procedure  admission or discharge dates  or date of death,0
the user agrees that any use of cms data in the creation of any document manuscript  table  chart  study  report   etc concerning the purpose specified in section 4 regardless of whether the report or other writing expressly  refers to such purpose  to cms  or to the files specified in section 5 or any data derived from such files must  adhere to cmsâ current cell size suppression policy,1
this policy stipulates that no cell eg admittances  discharges  patients  services 10 or less may be displayed,1
also  no use of percentages or other mathematical formulas may be used if they result in the display of a cell 10 or less,1
by signing this agreement you hereby agree  to abide by these rules and  therefore  will not be required to submit any written documents for cms review,0
if you are unsure if you meet the above criteria  you may submit your written products for cms review,0
cms agrees to make a determination about approval and to notify the user within 4 to 6 weeks after receipt of findings,0
cms  may withhold approval for publication only if it determines that the format in which data are presented may result in identification of individual beneficiaries,0
10,0
the user agrees that  absent express written authorization from the appropriate system manager or the person  designated in section 20 of this agreement to do so  the user shall not attempt to link records included in the  files specified in section 5 to any other individually identifiable source of information,1
this includes attempts to  link the data to other cms data files,0
a protocol that includes the linkage of specific files that has been approved in accordance with section 4 constitutes express authorization from cms to link files as described in the protocol,0
11,0
the user understands and agrees that they may not reuse original or derivative data files without prior written  approval from the appropriate system manager or the person designated in section 20  of this agreement,1
12,0
the parties mutually agree that the following specified attachments are part of this agreement,0
13,0
the user agrees that in the event cms determines or has a reasonable belief that the user has made or may have  made a use  reuse or disclosure of the aforesaid files that is not authorized by this agreement or another written  authorization from the appropriate system manager or the person designated in section 20 of this agreement   cms  at its sole discretion  may require the user to a promptly investigate and report to cms the userâs  determinations regarding any alleged or actual unauthorized use  reuse or disclosure  b promptly resolve any problems identified by the investigation c if requested by cms  submit a formal response to an allegation of unauthorized  use  reuse or disclosure d if requested by cms  submit a corrective action plan with steps designed to prevent  any future unauthorized uses  reuses or disclosures and e if requested by cms  return data files to cms or  destroy the data files it received from cms under this agreement,1
the user understands that as a result of cmsâs  determination or reasonable belief that unauthorized uses  reuses or disclosures have taken place  cms may refuse  to release further cms data to the user for a period of time to be determined by cms,1
the user agrees to report any breach of personally identifiable information pii from the cms data files  loss of  these data or disclosure to any unauthorized persons to the cms action desk by telephone at 410 7862580 or  by email notification at cms_it_service_deskcmshhsgov within one hour and to cooperate fully in the federal security incident process,0
while cms retains all ownership rights to the data files  as outlined above  the user  shall bear the cost and liability for any breaches of pii from the data files while they are entrusted to the user,0
furthermore  if cms determines that the risk of harm requires notification of affected individual persons of the  security breach possibly and possibly other remedies  the user agrees to carry out these remedies without cost to cms,1
14,0
the user hereby acknowledges that criminal penalties under â1106a of the social security act 42 usc  â 1306a  including a fine not exceeding 10 000 or imprisonment not exceeding 5 years  or both  may apply to  disclosures of information that are covered by â 1106 and that are not authorized by regulation or by federal law,0
the user further acknowledges that criminal penalties under the privacy act 5 usc â 552ai 3 may apply if  it is determined that the requestor or custodian  or any individual employed or affiliated therewith  knowingly and willfully obtained the files under false pretenses,0
any person found to have violated sec i3 of the privacy act  shall be guilty of a misdemeanor and fined not more than 5 000,0
finally  the user acknowledges that criminal  penalties may be imposed under 18 usc â 641 if it is determined that the user  or any individual employed or  affiliated therewith  has taken or converted to his own use data files  or received the files knowing that they were stolen or converted,0
under such circumstances  they shall be fined under title 18 or imprisoned not more  than 10 years  or both but if the value of such property does not exceed the sum of 1 000  they shall be fined  under title 18 or imprisoned not more than 1 year  or both,0
15,0
by signing this agreement  the user agrees to abide by all provisions set out in this agreement and acknowledges having received notice of potential criminal or administrative penalties for violation of the terms of the agreement,0
16,0
on behalf of the user the undersigned individual hereby attests that he or she is authorized to legally bind the user to the terms this agreement and agrees to all the terms specified herein,0
name and title of user typed or printed,0
company or organization,0
street address,0
city,0
state,0
zip code,0
office telephone include area code,0
email address if applicable,0
signature  date,0
17,0
the parties mutually agree that the following named individual is designated as custodian of the files on behalf  of the user and will be the person responsible for the observance of all conditions of use and for establishment and  maintenance of security arrangements as specified in this agreement to prevent unauthorized use,0
the user agrees  to notify cms within fifteen 15 days of any change of custodianship,0
the parties mutually agree that cms may disapprove the appointment of a custodian or may require the appointment of a new custodian at any time,0
the custodian hereby acknowledges his or her appointment as custodian of the aforesaid files on behalf of the  user  and agrees to comply with all of the provisions of this agreement on behalf of the user,0
name of custodian typed or printed,0
18,0
the disclosure provisions that allows the discretionary release of cms data for the purposes stated in section 4  follows,0
to be completed by cms staff,0
_________________________________________,0
19,0
on behalf of __________________________________ the undersigned individual hereby acknowledges that  the aforesaid federal agency sponsors or otherwise supports the userâs request for and use of cms data  agrees  to support cms in ensuring that the user maintains and uses cmsâs data in accordance with the terms of this agreement  and agrees further to make no statement to the user concerning the interpretation of the terms of this agreement and to refer all questions of such interpretation or compliance with the terms of this agreement to the,0
cms official named in section 20 or to his or her successor,1
typed or printed name,0
title of federal representative,0
20,0
the parties mutually agree that the following named individual will be designated as pointofcontact for the  agreement on behalf of cms,0
on behalf of cms the undersigned individual hereby attests that he or she is authorized to enter into this agreement and agrees to all the terms specified herein,0
name of cms representative typed or printed,0
title or component,0
mail stop,0
a signature of cms representative  date,0
b concur or nonconcur â signature of cms system manager or business owner  date,0
concur or nonconcur â signature of cms system manager or business owner  date,0
according to the paperwork reduction act of 1995  no persons are required to respond to a collection of information unless it displays a valid omb control number,0
the valid omb control number for this information collection is 09380734,0
the time required to complete this information collection is estimated to average 30 minutes per response  including the time to review instructions  search existing data resources  gather the data needed  and complete and review the information collection,0
if you have any comments concerning the accuracy of the time estimates or suggestions for improving this form  please write to cms  7500 security boulevard  attn reports clearance officer  baltimore  maryland 212441850,0
title 45 public welfare,0
part 170âhealth information technology standards  implementation specifications  and certification criteria and certification programs for health information technology,0
contents,0
subpart aâgeneral provisions,0
â 170100   statutory basis and purpose,0
â 170101   applicability,0
â 170102   definitions,0
subpart bâstandards and implementation specifications for health information technology,0
â 170200   applicability,0
â 170202   transport standards,0
â 170204   functional standards,0
â 170205   content exchange standards and implementation specifications for exchanging electronic health information,0
â 170207   vocabulary standards for representing electronic health information,0
â 170210   standards for health information technology to protect electronic health information created  maintained  and exchanged,0
â 170299   incorporation by reference,0
subpart câcertification criteria for health information technology,0
â 170300   applicability,0
â 170302   general certification criteria for complete ehrs or ehr modules,0
â 170304   specific certification criteria for complete ehrs or ehr modules designed for an ambulatory setting,0
â 170306   specific certification criteria for complete ehrs or ehr modules designed for an inpatient setting,0
â 170314   2014 edition electronic health record certification criteria,0
subpart dâtemporary certification program for hit,0
â 170400   basis and scope,0
â 170401   applicability,0
â 170402   definitions,0
â 170405   correspondence,0
â 170410   types of testing and certification,0
â 170415   application prerequisite,0
â 170420   application,0
â 170423   principles of proper conduct for oncatcbs,0
â 170425   application submission,0
â 170430   review of application,0
â 170435   oncatcb application reconsideration,0
â 170440   oncatcb status,0
â 170445   complete ehr testing and certification,0
â 170450   ehr module testing and certification,0
â 170455   testing and certification to newer versions of certain standards,0
â 170457   authorized testing and certification methods,0
â 170460   good standing as an oncatcb,0
â 170465   revocation of authorized testing and certification body status,0
â 170470   effect of revocation on the certifications issued to complete ehrs and ehr modules,0
â 170490   sunset of the temporary certification program,0
â 170499   incorporation by reference,0
subpart eâonc hit certification program,0
â 170500   basis and scope,0
â 170501   applicability,0
â 170502   definitions,0
â 170503   requests for oncaa status and oncaa ongoing responsibilities,0
â 170504   reconsideration process for requests for oncaa status,0
â 170505   correspondence,0
â 170510   types of certification,0
â 170520   application,0
â 170523   principles of proper conduct for oncacbs,0
â 170525   application submission,0
â 170530   review of application,0
â 170535   oncacb application reconsideration,0
â 170540   oncacb status,0
â 170545   complete ehr certification,0
â 170550   ehr module certification,0
â 170553   certification of health information technology other than complete ehrs and ehr modules,0
â 170555   certification to newer versions of certain standards,0
â 170557   authorized certification methods,0
â 170560   good standing as an oncacb,0
â 170565   revocation of oncacb status,0
â 170570   effect of revocation on the certifications issued to complete ehrs and ehr modules,0
â 170575   removal of the oncaa,0
â 170599   incorporation by reference,0
authority 42 usc 300jj11 42 usc 300jj14 5 usc 552,0
source 75 fr 2042  jan 13  2010  unless otherwise noted,0
the provisions of this subchapter implement sections 3001c5 and 3004 of the public health service act,0
the standards  implementation specifications  and certification criteria adopted in this part apply to complete ehrs and ehr modules and the testing and certification of such complete ehrs and ehr modules,0
for the purposes of this part,0
2011 edition ehr certification criteria means the certification criteria at ââ 170302  170304  and 170306,0
2014 edition ehr certification criteria means the certification criteria at â 170314,0
base ehr means an electronic record of healthrelated information on an individual that,0
1 includes patient demographic and clinical health information  such as medical history and problem lists,0
2 has the capacity,0
i to provide clinical decision support,0
ii to support physician order entry,0
iii to capture and query information relevant to health care quality,0
iv to exchange electronic health information with  and integrate such information from other sources,0
v to protect the confidentiality  integrity  and availability of health information stored and exchanged and,1
3 has been certified to the certification criteria adopted by the secretary at â 170314a1  3  and 5 through 8 b1  2  and 7 c1 through 3 d1 through 8,0
4 has been certified to the certification criteria at â 170314c1 and 2,0
i for no fewer than 9 clinical quality measures covering at least 3 domains from the set selected by cms for eligible professionals  including at least 6 clinical quality measures from the recommended core set identified by cms or,0
ii for no fewer than 16 clinical quality measures covering at least 3 domains from the set selected by cms for eligible hospitals and critical access hospitals,0
certification criteria means criteria,0
1 to establish that health information technology meets applicable standards and implementation specifications adopted by the secretary or,0
2 that are used to test and certify that health information technology includes required capabilities,0
certified ehr technology means,0
1 for any federal fiscal year fy or calendar year cy up to and including 2013,0
i a complete ehr that meets the requirements included in the definition of a qualified ehr and has been tested and certified in accordance with the certification program established by the national coordinator as having met all applicable certification criteria adopted by the secretary for the 2011 edition ehr certification criteria or the equivalent 2014 edition ehr certification criteria or,0
ii a combination of ehr modules in which each constituent ehr module of the combination has been tested and certified in accordance with the certification program established by the national coordinator as having met all applicable certification criteria adopted by the secretary for the 2011 edition ehr certification criteria or the equivalent 2014 edition ehr certification criteria  and the resultant combination also meets the requirements included in the definition of a qualified ehr or,0
iii ehr technology that satisfies the definition for fy and cy 2014 and subsequent years specified in paragraph 2,0
2 for fy and cy 2014 and subsequent years  the following ehr technology certified under the onc hit certification program to the 2014 edition ehr certification criteria that has,0
i the capabilities required to meet the base ehr definition and,0
ii all other capabilities that are necessary to meet the objectives and associated measures under 42 cfr 4956 and successfully report the clinical quality measures selected by cms in the form and manner specified by cms or the states  as applicable for the stage of meaningful use that an eligible professional  eligible hospital  or critical access hospital seeks to achieve,0
common mu data set means the following data expressed  where indicated  according to the specified standards,0
1 patient name,0
2 sex,0
3 date of birth,0
4 raceâthe standard specified in â 170207f,0
5 ethnicityâthe standard specified in â 170207f,0
6 preferred languageâthe standard specified in â 170207g,0
7 smoking statusâthe standard specified in â 170207h,0
8 problemsâat a minimum  the version of the standard specified in â 170207a3,0
9 medicationsâat a minimum  the version of the standard specified in â 170207d2,0
10 medication allergiesâat a minimum  the version of the standard specified in â 170207d2,0
11 laboratory testsâat a minimum  the version of the standard specified in â 170207c2,0
12 laboratory values or results,0
13 vital signsâheight  weight  blood pressure  bmi,0
14 care plan fields  including goals and instructions,0
15 proceduresâ,0
i at a minimum  the version of the standard specified in â 170207a3 or â 170207b2,0
ii optional,0
the standard specified at â 170207b3,0
iii optional,0
the standard specified at â 170207b4,0
16 care team members,0
complete ehr  2011 edition means ehr technology that has been developed to meet  at a minimum  all mandatory 2011 edition ehr certification criteria for either an ambulatory setting or inpatient setting,0
complete ehr  2014 edition means ehr technology that meets the base ehr definition and has been developed to meet  at a minimum  all mandatory 2014 edition ehr certification criteria for either an ambulatory setting or inpatient setting,0
disclosure is defined as it is in 45 cfr 160103,0
ehr module means any service  component  or combination thereof that can meet the requirements of at least one certification criterion adopted by the secretary,0
human readable format means a format that enables a human to read and easily comprehend the information presented to him or her regardless of the method of presentation,0
implementation specification means specific requirements or instructions for implementing a standard,0
qualified ehr means an electronic record of healthrelated information on an individual that,0
1 includes patient demographic and clinical health information  such as medical history and problem lists and,0
iii to capture and query information relevant to health care quality and,0
standard means a technical  functional  or performancebased rule  condition  requirement  or specification that stipulates instructions  fields  codes  data  materials  characteristics  or actions,0
source 75 fr 44649  july 28  2010  unless otherwise noted,0
the standards and implementation specifications adopted in this part apply with respect to complete ehrs and ehr modules,0
the secretary adopts the following transport standards,0
a standard,0
onc applicability statement for secure health transport incorporated by reference in â 170299,0
b standard,0
onc xdr and xdm for direct messaging specification incorporated by reference in â 170299,0
c standard,0
onc transport and security specification incorporated by reference in â 170299,0
the secretary adopts the following functional standards,0
a accessibility,0
standard,0
web content accessibility guidelines wcag 20  level a conformance incorporated by reference in â 170299,0
b reference source,0
hl7 version 3 standard contextaware retrieval application infobutton incorporated by reference in â 170299,0
1 implementation specifications,0
hl7 version 3 implementation guide urlbased implementations of the contextaware information retrieval infobutton domain  incorporated by reference in â 170299,0
2 implementation specifications,0
hl7 version 3 implementation guide contextaware knowledge retrieval infobutton serviceoriented architecture implementation guide  incorporated by reference in â 170299,0
c clinical quality measurebymeasure data,0
data element catalog  incorporated by reference in â 170299,0
the secretary adopts the following content exchange standards and associated implementation specifications,0
a patient summary record â1 standard,0
health level seven clinical document architecture cda release 2  continuity of care document ccd incorporated by reference in â 170299,0
implementation specifications,0
the healthcare information technology standards panel hitsp summary documents using hl7 ccd component hitsp or c32 incorporated by reference in â 170299,0
2 standard,0
astm e2369 standard specification for continuity of care record and adjunct to astm e2369 incorporated by reference in â 170299,0
3 standard,0
hl7 implementation guide for cdaâ release 2 ihe health story consolidation  incorporated by reference in â 170299,0
the use of the âunstructured documentâ documentlevel template is prohibited,0
b electronic prescribing â1 standard,0
the national council for the prescription drug programs ncpdp prescriber or pharmacist interface script standard  implementation guide  version 8  release 1 version 81 october 2005 incorporated by reference in â 170299,0
ncpdp script standard  implementation guide  version 106 incorporated by reference in â 170299,0
c electronic submission of lab results to public health agencies,0
hl7 251 incorporated by reference in â 170299,0
hl7 version 251 implementation guide electronic laboratory reporting to public health  release 1 us realm incorporated by reference in â 170299,0
d electronic submission to public health agencies for surveillance or reporting,0
1 standard,0
hl7 231 incorporated by reference in â 170299,0
phin messaging guide for syndromic surveillance incorporated by reference in â 170299 and conformance clarification for ehr certification of electronic syndromic surveillance  addendum to phin messaging guide for syndromic surveillance incorporated by reference in â 170299,0
e electronic submission to immunization registries â1 standard,0
implementation guide for immunization data transactions using version 231 of the health level seven hl7 standard protocol implementation guide version 22 incorporated by reference in â 170299,0
hl7 251 implementation guide for immunization messaging release 10 incorporated by reference in â 170299,0
hl7 251 implementation guide for immunization messaging  release 14  incorporated by reference in â 170299,0
f quality reporting,0
the cms physician quality reporting initiative pqri 2009 registry xml specification incorporated by reference in â 170299,0
physician quality reporting initiative measure specifications manual for claims and registry incorporated by reference in â 170299,0
g electronic transmission of lab results to public health agencies,0
hl7 version 251 implementation guide electronic laboratory reporting to public health  release 1 us realm incorporated by reference in â 170299 with errata and clarifications  incorporated by reference in â 170299 and elr 251 clarification document for ehr technology certification  incorporated by reference in â 170299,0
h clinical quality measure data import  export  and electronic submission,0
hl7 implementation guide for cdaâ release 2 quality reporting document architecture  incorporated by reference in â 170299,0
i cancer information,0
hl7 clinical document architecture cda  release 20  normative edition incorporated by reference in â 170299,0
implementation guide for ambulatory healthcare provider reporting to central cancer registries  hl7 clinical document architecture cda  incorporated by reference in â 170299,0
j electronic incorporation and transmission of lab results,0
hl7 version 251 implementation guide si framework lab results interface  incorporated by reference in â 170299,0
k clinical quality measure aggregate electronic submission,0
quality reporting document architecture category iii  implementation guide for cda release 2 incorporated by reference in â 170299,0
the secretary adopts the following code sets  terminology  and nomenclature as the vocabulary standards for the purpose of representing electronic health information,0
a problems â1 standard,0
the code set specified at 45 cfr 1621002a1 for the indicated conditions,0
international health terminology standards development organization ihtsdo systematized nomenclature of medicine clinical terms snomed ct â  july 2009 version incorporated by reference in â 170299,0
ihtsdo snomed ctâ international release july 2012 incorporated by reference in â 170299 and us extension to snomed ctâ march 2012 release incorporated by reference in â 170299,0
b procedures â1 standard,0
the code set specified at 45 cfr 1621002a2,0
the code set specified at 45 cfr 1621002a5,0
the code set specified at 45 cfr 1621002a4,0
4 standard,0
the code set specified at 45 cfr 1621002c3 for the indicated procedures or other actions taken,0
c laboratory tests,0
logical observation identifiers names and codes loincâ version 227  when such codes were received within an electronic transaction from a laboratory incorporated by reference in â 170299,0
logical observation identifiers names and codes loincâ database version 240  a universal code system for identifying laboratory and clinical observations produced by the regenstrief institute  inc incorporated by reference in â 170299,0
d medications,0
any source vocabulary that is included in rxnorm  a standardized nomenclature for clinical drugs produced by the united states national library of medicine,0
rxnorm  a standardized nomenclature for clinical drugs produced by the united states national library of medicine  august 6  2012 release incorporated by reference in â 170299,0
e immunizations,0
hl7 standard code set cvxâvaccines administered  july 30  2009 version incorporated by reference in â 170299,0
hl7 standard code set cvxâvaccines administered  updates through july 11  2012 incorporated by reference in â 170299,0
f race and ethnicity,0
the office of management and budget standards for maintaining  collecting  and presenting federal data on race and ethnicity  statistical policy directive no 15  as revised  october 30  1997 see ârevisions to the standards for the classification of federal data on race and ethnicity â available at httpwwwwhitehousegovombfedreg_1997standards ,0
g preferred language,0
as specified by the library of congress  iso 6392 alpha3 codes limited to those that also have a corresponding alpha2 code in iso 6391,0
incorporated by reference in â 170299,0
h smoking status,0
smoking status must be coded in one of the following snomed ctâ codes,0
1 current every day smoker,0
449868002,0
2 current some day smoker,0
428041e14,0
3 former smoker,0
8517006,0
4 never smoker,0
266919005,0
5 smoker  current status unknown,0
77176002,0
6 unknown if ever smoked,0
266927001,0
7 heavy tobacco smoker,0
428071e14,0
8 light tobacco smoker,0
428061e14,0
i encounter diagnoses,0
the code set specified at 45 cfr 1621002c2 for the indicated conditions,0
j family health history,0
hl7 version 3 standard clinical genomics pedigree  incorporated by reference in â 170299,0
the secretary adopts the following standards to protect electronic health information created  maintained  and exchanged,0
a encryption and decryption of electronic health information â1 general,0
any encryption algorithm identified by the national institute of standards and technology nist as an approved security function in annex a of the federal information processing standards fips publication 1402  january 27  2010 incorporated by reference in â 170299,0
2 exchange,0
any encrypted and integrity protected link,1
b record actions related to electronic health information,0
the date  time  patient identification  and user identification must be recorded when electronic health information is created  modified  accessed  or deleted and an indication of which actions occurred and by whom must also be recorded,1
c verification that electronic health information has not been altered in transit,0
a hashing algorithm with a security strength equal to or greater than sha1 secure hash algorithm sha1 as specified by the national institute of standards and technology nist in fips pub 1804 march 2012 must be used to verify that electronic health information has not been altered,1
d record treatment  payment  and health care operations disclosures,0
the date  time  patient identification  user identification  and a description of the disclosure must be recorded for disclosures for treatment  payment  and health care operations  as these terms are defined at 45 cfr 164501,1
e record actions related to electronic health information  audit log status  and encryption of enduser devices,1
1i the audit log must record the information specified in sections 72 through 74  76  and 77 of the standard specified at â 170210h when ehr technology is in use,1
ii the date and time must be recorded in accordance with the standard specified at â 170210g,1
2i the audit log must record the information specified in sections 72 and 74 of the standard specified at â 170210h when the audit log status is changed,1
ii the date and time each action occurs in accordance with the standard specified at â 170210g,1
3 the audit log must record the information specified in sections 72 and 74 of the standard specified at â 170210h when the encryption status of electronic health information locally stored by ehr technology on enduser devices is changed,1
the date and time each action occurs in accordance with the standard specified at â 170210g,1
f encryption and hashing of electronic health information,0
any encryption and hashing algorithm identified by the national institute of standards and technology nist as an approved security function in annex a of the fips publication 1402 incorporated by reference in â 170299,0
g synchronized clocks,0
the date and time recorded utilize a system clock that has been synchronized following rfc 1305 network time protocol  incorporated by reference in â 170299 or rfc 5905 network time protocol version 4  incorporated by reference in â 170299,1
h audit log conten t astm e214701reapproved 2009  incorporated by reference in â 170299,0
a certain material is incorporated by reference into this subpart with the approval of the director of the federal register under 5 usc 552a and 1 cfr part 51,0
to enforce any edition other than that specified in this section  the department of health and human services must publish notice of change in the federal register and the material must be available to the public,0
all approved material is available for inspection at the national archives and records administration nara,0
for information on the availability of this material at nara  call 2027416030 or go to httpwwwarchivesgovfederal_registercode_of_federal_regulationsibr_locationshtml,0
also  it is available for inspection at us department of health and human services  office of the national coordinator for health information technology  hubert h humphrey building  suite 729d  200 independence ave  sw  washington  dc 20201  call ahead to arrange for inspection at 2026907151  and is available from the sources listed below,0
b american national standards institute  health information technology standards panel hitsp secretariat  25 west 43rd streetâfourth floor  new york  ny 10036  httpwwwhitsporg,0
1 hitsp summary documents using hl7 continuity of care document ccd component  hitsp or c32  july 8  2009  version 25  ibr approved for â 170205,0
c astm international  100 barr harbor drive  po box c700  west conshohocken  pa  194282959 usa telephone 610 8329585 or httpwwwastmorg,0
1 astm e214701 reapproved 2009 standard specification for audit and disclosure logs for use in health information systems  approved september 1  2009  ibr approved for â 170210,0
2 astm e236905 standard specification for continuity of care record ccr  year of adoption 2005  astm approved july 17  2006  ibr approved for â 170205,0
3 astm e236905 adjunct to e2369 standard specification continuity of care record âfinal version 10 v10  november 7  2005  ibr approved for â 170205,0
d centers for disease control and prevention  2500 century parkway  mailstop e78  atlanta  ga 30333  usa 8002324636 httpwwwcdcgovehrmeaningfuluse,0
1 hl7 standard code set cvxâvaccines administered  july 30  2009  ibr approved for â 170207,0
2 iis hl7 standard code set cvxâvaccines administered  updates through july 11  2012  ibr approved for â 170207,0
3 implementation guide for immunization data transactions using version 231 of the health level seven hl7standard protocol implementation guide version 22  june 2006  ibr approved for â 170205,0
4 hl7 251 implementation guide for immunization messaging release 10  may 1  2010  ibr approved for â 170205,0
5 phin messaging guide for syndromic surveillance emergency department and urgent care data  adt messages a01  a03  a04  and a08  hl7 version 251 version 231 compatible  release 11  august 2012  ibr approved for â 170205,0
6 conformance clarification for ehr certification of electronic syndromic surveillance  adt messages a01  a03  a04  and a08  hl7 version 251  addendum to phin messaging guide for syndromic surveillance emergency department and urgent care data release 11  august 2012  ibr approved for â 170205,0
7 hl7 251 implementation guide for immunization messaging  release 14  august 1  2012  ibr approved for â 170205,0
8 implementation guide for ambulatory healthcare provider reporting to central cancer registries  hl7 clinical document architecture cda  release 10  august 2012  ibr approved for â 170205,0
9 elr 251 clarification document for ehr technology certification  july 16  2012  ibr approved for â 170205,0
e centers for medicare  medicaid services  office of clinical standards and quality  7500 security boulevard  baltimore  maryland 21244 telephone 410 7863000,0
1 cms pqri 2009 registry xml specifications  ibr approved for â 170205,0
2 2009 physician quality reporting initiative measure specifications manual for claims and registry  version 30  december 8  2008 ibr approved for â 170205,0
f health level seven  3300 washtenaw avenue  suite 227  ann arbor  mi 48104 telephone 734 6777777 or httpwwwhl7org,0
1 health level seven standard version 231 hl7 231  an application protocol for electronic data exchange in healthcare environments  april 14  1999  ibr approved for â 170205,0
2 health level seven messaging standard version 251 hl7 251  an application protocol for electronic data exchange in healthcare environments  february 21  2007  ibr approved for â 170205,0
3 health level seven implementation guide clinical document architecture cda release 2âcontinuity of care document ccd  april 01  2007  ibr approved for â 170205,0
4 hl7 version 251 implementation guide electronic laboratory reporting to public health  release 1 us realm hl7 version 251 orur01  hl7 informative document  february  2010  ibr approved for â 170205,0
5 hl7 version 3 standard contextaware retrieval application infobutton release 1  july 2010  ibr approved for â 170204,0
6 hl7 version 3 implementation guide urlbased implementations of the contextaware information retrieval infobutton domain  release 3  december 2010  ibr approved for â 170204,0
7 hl7 version 3 implementation guide contextaware knowledge retrieval infobutton serviceoriented architecture implementation guide  release 1  hl7 draft standard for trial use  march 2011  ibr approved for â 170204,0
8 hl7 implementation guide for cdaâ release 2 ihe health story consolidation  dstu release 11 us realm draft standard for trial use july 2012  ibr approved for â 170205,0
9 hl7 clinical document architecture  release 20  normative edition  may 2005  ibr approved for â 170205,0
10 hl7 version 251 implementation guide si framework lab results interface  release 1âus realm  draft standard for trial use  july 2012  ibr approved for â 170205,0
11 hl7 version 3 standard clinical genomics pedigree  release 1  edition 2011  march 2012  ibr approved for â 170207,0
12 hl7 implementation guide for cdaâ release 2 quality reporting document architecture  dtsu release 2 universal realm  draft standard for trial use  july 2012  ibr approved for â 170205,0
13 hl7 v251 ig electronic laboratory reporting to public health us realm  release 1 errata and clarifications  september  29  2011  ibr approved for â 170205,0
14 hl7 implementation guide for cdaâ release 2 quality reporting document architectureâcategory iii  dstu release 1 us realm draft standard for trial use  november 2012  ibr approved for â 170205,0
g internet engineering task force ietf  university of delaware  newark  de 19716  telephone 302 8318247  httpwwwietforgrfchtml,0
